id,comment,sentiment,topic,source,post_id,user_name
1715,I feel proud of the way the forces handled the situation. This response will boost public confidence in our security. This response will boost public confidence in our security.,positive,media,youtube,post_1715,user_1715
1716,Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies. This event could affect upcoming regional policies.,neutral,security,forum,post_1716,user_1716
1717,Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized.,negative,media,youtube,post_1717,user_1717
1718,The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events. The incident in Pahalgam has raised various questions.,neutral,security,youtube,post_1718,user_1718
1719,This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized.,negative,media,youtube,post_1719,user_1719
1720,The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events.,neutral,media,twitter,post_1720,user_1720
1721,The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing.,negative,security,youtube,post_1721,user_1721
1722,This has caused more fear than assurance among the public. This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized.,negative,public_reaction,facebook,post_1722,user_1722
1723,The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing.,negative,security,youtube,post_1723,user_1723
1724,The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events. The incident in Pahalgam has raised various questions.,neutral,public_reaction,facebook,post_1724,user_1724
1725,This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled.,negative,public_reaction,youtube,post_1725,user_1725
1726,This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies.,neutral,media,forum,post_1726,user_1726
1727,Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled.,negative,media,facebook,post_1727,user_1727
1728,I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation. This response will boost public confidence in our security. The government's actions in Pahalgam are commendable.,positive,public_reaction,facebook,post_1728,user_1728
1729,Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation. This response will boost public confidence in our security.,positive,security,twitter,post_1729,user_1729
1730,This response will boost public confidence in our security. I feel proud of the way the forces handled the situation.,positive,security,facebook,post_1730,user_1730
1731,This has caused more fear than assurance among the public. This has caused more fear than assurance among the public. This has caused more fear than assurance among the public.,negative,media,facebook,post_1731,user_1731
1732,The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies.,neutral,public_reaction,twitter,post_1732,user_1732
1733,This event could affect upcoming regional policies. The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions.,neutral,security,forum,post_1733,user_1733
1734,The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled.,negative,public_reaction,youtube,post_1734,user_1734
1735,This event could affect upcoming regional policies. The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions.,neutral,security,twitter,post_1735,user_1735
1736,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation.,positive,public_reaction,twitter,post_1736,user_1736
1737,I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation.,positive,security,forum,post_1737,user_1737
1738,The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled.,negative,security,youtube,post_1738,user_1738
1739,The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions.,neutral,media,twitter,post_1739,user_1739
1740,Such bravery and discipline deserve appreciation. This response will boost public confidence in our security.,positive,security,youtube,post_1740,user_1740
1741,Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable.,positive,security,facebook,post_1741,user_1741
1742,This response will boost public confidence in our security. I feel proud of the way the forces handled the situation.,positive,security,forum,post_1742,user_1742
1743,This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled.,negative,security,forum,post_1743,user_1743
1744,This response will boost public confidence in our security. The government's actions in Pahalgam are commendable.,positive,media,forum,post_1744,user_1744
1745,I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation.,positive,public_reaction,forum,post_1745,user_1745
1746,Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack.,neutral,security,youtube,post_1746,user_1746
1747,The lack of planning and care is disturbing. The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized.,negative,public_reaction,youtube,post_1747,user_1747
1748,The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized.,negative,media,facebook,post_1748,user_1748
1749,This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies.,neutral,media,forum,post_1749,user_1749
1750,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation. This response will boost public confidence in our security.,positive,media,facebook,post_1750,user_1750
1751,Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack.,neutral,security,youtube,post_1751,user_1751
1752,This response will boost public confidence in our security. The government's actions in Pahalgam are commendable. Such bravery and discipline deserve appreciation.,positive,security,youtube,post_1752,user_1752
1753,This response will boost public confidence in our security. The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable.,positive,media,facebook,post_1753,user_1753
1754,This has caused more fear than assurance among the public. This has caused more fear than assurance among the public. This has caused more fear than assurance among the public.,negative,media,forum,post_1754,user_1754
1755,This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized.,negative,security,twitter,post_1755,user_1755
1756,This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing.,negative,public_reaction,forum,post_1756,user_1756
1757,The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing.,negative,media,youtube,post_1757,user_1757
1758,Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies. The incident in Pahalgam has raised various questions.,neutral,public_reaction,youtube,post_1758,user_1758
1759,I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation. Such bravery and discipline deserve appreciation.,positive,security,youtube,post_1759,user_1759
1760,The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing. This has caused more fear than assurance among the public. The lack of planning and care is disturbing.,negative,security,twitter,post_1760,user_1760
1761,Experts are still analyzing the sequence of events. This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events.,neutral,media,youtube,post_1761,user_1761
1762,The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled.,negative,public_reaction,facebook,post_1762,user_1762
1763,This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized.,negative,security,twitter,post_1763,user_1763
1764,The government's actions in Pahalgam are commendable. Such bravery and discipline deserve appreciation.,positive,media,youtube,post_1764,user_1764
1765,Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized.,negative,security,youtube,post_1765,user_1765
1766,Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events. The incident in Pahalgam has raised various questions.,neutral,public_reaction,youtube,post_1766,user_1766
1767,Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled.,negative,security,youtube,post_1767,user_1767
1768,Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events.,neutral,public_reaction,youtube,post_1768,user_1768
1769,Such bravery and discipline deserve appreciation. This response will boost public confidence in our security.,positive,media,forum,post_1769,user_1769
1770,Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events.,neutral,security,youtube,post_1770,user_1770
1771,I feel proud of the way the forces handled the situation. This response will boost public confidence in our security. This response will boost public confidence in our security. The government's actions in Pahalgam are commendable.,positive,media,twitter,post_1771,user_1771
1772,The lack of planning and care is disturbing. The lack of planning and care is disturbing.,negative,public_reaction,facebook,post_1772,user_1772
1773,The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized.,negative,security,facebook,post_1773,user_1773
1774,This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public.,negative,public_reaction,twitter,post_1774,user_1774
1775,The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events. This event could affect upcoming regional policies.,neutral,security,twitter,post_1775,user_1775
1776,The lack of planning and care is disturbing. This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public.,negative,public_reaction,forum,post_1776,user_1776
1777,The government's actions in Pahalgam are commendable. This response will boost public confidence in our security.,positive,media,facebook,post_1777,user_1777
1778,Experts are still analyzing the sequence of events. This event could affect upcoming regional policies. Experts are still analyzing the sequence of events.,neutral,security,facebook,post_1778,user_1778
1779,Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized.,negative,public_reaction,youtube,post_1779,user_1779
1780,This event could affect upcoming regional policies. Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack.,neutral,public_reaction,youtube,post_1780,user_1780
1781,This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled.,negative,media,youtube,post_1781,user_1781
1782,The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack.,neutral,media,facebook,post_1782,user_1782
1783,The lack of planning and care is disturbing. The lack of planning and care is disturbing.,negative,public_reaction,twitter,post_1783,user_1783
1784,Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions.,neutral,public_reaction,facebook,post_1784,user_1784
1785,The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized.,negative,security,forum,post_1785,user_1785
1786,The government's actions in Pahalgam are commendable. Such bravery and discipline deserve appreciation.,positive,security,youtube,post_1786,user_1786
1787,I feel proud of the way the forces handled the situation. This response will boost public confidence in our security. This response will boost public confidence in our security. I feel proud of the way the forces handled the situation.,positive,media,youtube,post_1787,user_1787
1788,The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing. The lack of planning and care is disturbing.,negative,public_reaction,twitter,post_1788,user_1788
1789,Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized.,negative,media,youtube,post_1789,user_1789
1790,Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies. Experts are still analyzing the sequence of events.,neutral,security,facebook,post_1790,user_1790
1791,This response will boost public confidence in our security. This response will boost public confidence in our security. The government's actions in Pahalgam are commendable. Such bravery and discipline deserve appreciation.,positive,public_reaction,youtube,post_1791,user_1791
1792,The government's actions in Pahalgam are commendable. Such bravery and discipline deserve appreciation.,positive,media,forum,post_1792,user_1792
1793,The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack.,neutral,public_reaction,twitter,post_1793,user_1793
1794,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable.,positive,security,facebook,post_1794,user_1794
1795,Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable. This response will boost public confidence in our security.,positive,security,twitter,post_1795,user_1795
1796,The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public. The lack of planning and care is disturbing. The lack of planning and care is disturbing.,negative,public_reaction,forum,post_1796,user_1796
1797,I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation.,positive,public_reaction,twitter,post_1797,user_1797
1798,This response will boost public confidence in our security. This response will boost public confidence in our security. Such bravery and discipline deserve appreciation. This response will boost public confidence in our security.,positive,security,twitter,post_1798,user_1798
1799,This has caused more fear than assurance among the public. The lack of planning and care is disturbing.,negative,security,youtube,post_1799,user_1799
1800,The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized.,negative,media,twitter,post_1800,user_1800
1801,This has caused more fear than assurance among the public. This has caused more fear than assurance among the public.,negative,public_reaction,facebook,post_1801,user_1801
1802,Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable.,positive,public_reaction,forum,post_1802,user_1802
1803,Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public. The lack of planning and care is disturbing. This has caused more fear than assurance among the public.,negative,security,youtube,post_1803,user_1803
1804,This event could affect upcoming regional policies. Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack.,neutral,public_reaction,youtube,post_1804,user_1804
1805,The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation.,positive,media,twitter,post_1805,user_1805
1806,Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public.,negative,security,twitter,post_1806,user_1806
1807,This has caused more fear than assurance among the public. The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized.,negative,security,twitter,post_1807,user_1807
1808,The government's actions in Pahalgam are commendable. This response will boost public confidence in our security.,positive,media,facebook,post_1808,user_1808
1809,The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled.,negative,public_reaction,twitter,post_1809,user_1809
1810,This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized.,negative,media,forum,post_1810,user_1810
1811,The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation.,positive,media,twitter,post_1811,user_1811
1812,Such bravery and discipline deserve appreciation. Such bravery and discipline deserve appreciation.,positive,security,youtube,post_1812,user_1812
1813,Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack.,neutral,security,twitter,post_1813,user_1813
1814,I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable.,positive,security,facebook,post_1814,user_1814
1815,The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing.,negative,media,forum,post_1815,user_1815
1816,The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions.,neutral,public_reaction,youtube,post_1816,user_1816
1817,Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack.,neutral,public_reaction,twitter,post_1817,user_1817
1818,I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable.,positive,media,twitter,post_1818,user_1818
1819,I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation.,positive,media,youtube,post_1819,user_1819
1820,This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized.,negative,security,facebook,post_1820,user_1820
1821,The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies.,neutral,security,forum,post_1821,user_1821
1822,The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable.,positive,media,forum,post_1822,user_1822
1823,The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events.,neutral,security,twitter,post_1823,user_1823
1824,The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies.,neutral,media,forum,post_1824,user_1824
1825,This response will boost public confidence in our security. The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable. This response will boost public confidence in our security.,positive,security,forum,post_1825,user_1825
1826,This has caused more fear than assurance among the public. This has caused more fear than assurance among the public.,negative,media,youtube,post_1826,user_1826
1827,The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing.,negative,media,youtube,post_1827,user_1827
1828,Multiple viewpoints have emerged regarding the attack. Experts are still analyzing the sequence of events. This event could affect upcoming regional policies. This event could affect upcoming regional policies.,neutral,media,facebook,post_1828,user_1828
1829,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation.,positive,public_reaction,twitter,post_1829,user_1829
1830,This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled.,negative,public_reaction,facebook,post_1830,user_1830
1831,Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events. This event could affect upcoming regional policies.,neutral,public_reaction,facebook,post_1831,user_1831
1832,The government's actions in Pahalgam are commendable. This response will boost public confidence in our security. Such bravery and discipline deserve appreciation. This response will boost public confidence in our security.,positive,media,forum,post_1832,user_1832
1833,The government's actions in Pahalgam are commendable. This response will boost public confidence in our security.,positive,public_reaction,forum,post_1833,user_1833
1834,The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized.,negative,public_reaction,forum,post_1834,user_1834
1835,The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing. The lack of planning and care is disturbing.,negative,media,twitter,post_1835,user_1835
1836,The lack of planning and care is disturbing. Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing.,negative,public_reaction,youtube,post_1836,user_1836
1837,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation. This response will boost public confidence in our security. Such bravery and discipline deserve appreciation.,positive,security,twitter,post_1837,user_1837
1838,Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled.,negative,security,twitter,post_1838,user_1838
1839,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation. Such bravery and discipline deserve appreciation. Such bravery and discipline deserve appreciation.,positive,media,youtube,post_1839,user_1839
1840,Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events.,neutral,security,twitter,post_1840,user_1840
1841,Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation. This response will boost public confidence in our security.,positive,media,twitter,post_1841,user_1841
1842,Authorities seemed unprepared and disorganized. This has caused more fear than assurance among the public.,negative,media,twitter,post_1842,user_1842
1843,Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation.,positive,public_reaction,forum,post_1843,user_1843
1844,Authorities seemed unprepared and disorganized. The response to the Pahalgam tragedy was poorly handled.,negative,media,youtube,post_1844,user_1844
1845,The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable. Such bravery and discipline deserve appreciation.,positive,public_reaction,facebook,post_1845,user_1845
1846,Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack.,neutral,media,forum,post_1846,user_1846
1847,The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies. The incident in Pahalgam has raised various questions.,neutral,public_reaction,facebook,post_1847,user_1847
1848,The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized.,negative,public_reaction,forum,post_1848,user_1848
1849,The response to the Pahalgam tragedy was poorly handled. The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled.,negative,public_reaction,twitter,post_1849,user_1849
1850,Such bravery and discipline deserve appreciation. This response will boost public confidence in our security.,positive,public_reaction,youtube,post_1850,user_1850
1851,This response will boost public confidence in our security. This response will boost public confidence in our security. I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation.,positive,security,forum,post_1851,user_1851
1852,The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable. The government's actions in Pahalgam are commendable.,positive,public_reaction,facebook,post_1852,user_1852
1853,Experts are still analyzing the sequence of events. The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events.,neutral,media,forum,post_1853,user_1853
1854,I feel proud of the way the forces handled the situation. This response will boost public confidence in our security. The government's actions in Pahalgam are commendable.,positive,media,facebook,post_1854,user_1854
1855,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation. This response will boost public confidence in our security.,positive,media,twitter,post_1855,user_1855
1856,The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing. The lack of planning and care is disturbing.,negative,public_reaction,forum,post_1856,user_1856
1857,Experts are still analyzing the sequence of events. The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events.,neutral,security,youtube,post_1857,user_1857
1858,The lack of planning and care is disturbing. The lack of planning and care is disturbing.,negative,security,forum,post_1858,user_1858
1859,The government's actions in Pahalgam are commendable. Such bravery and discipline deserve appreciation. The government's actions in Pahalgam are commendable.,positive,security,youtube,post_1859,user_1859
1860,This response will boost public confidence in our security. Such bravery and discipline deserve appreciation. Such bravery and discipline deserve appreciation.,positive,media,forum,post_1860,user_1860
1861,This event could affect upcoming regional policies. Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack.,neutral,media,twitter,post_1861,user_1861
1862,This has caused more fear than assurance among the public. The lack of planning and care is disturbing.,negative,security,facebook,post_1862,user_1862
1863,Experts are still analyzing the sequence of events. This event could affect upcoming regional policies.,neutral,public_reaction,facebook,post_1863,user_1863
1864,This event could affect upcoming regional policies. The incident in Pahalgam has raised various questions. Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack.,neutral,security,forum,post_1864,user_1864
1865,Experts are still analyzing the sequence of events. This event could affect upcoming regional policies. Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack.,neutral,security,twitter,post_1865,user_1865
1866,This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized.,negative,public_reaction,facebook,post_1866,user_1866
1867,This response will boost public confidence in our security. I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable. This response will boost public confidence in our security.,positive,public_reaction,youtube,post_1867,user_1867
1868,The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions.,neutral,media,youtube,post_1868,user_1868
1869,Multiple viewpoints have emerged regarding the attack. The incident in Pahalgam has raised various questions.,neutral,security,forum,post_1869,user_1869
1870,Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing. This has caused more fear than assurance among the public.,negative,public_reaction,twitter,post_1870,user_1870
1871,The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events. This event could affect upcoming regional policies.,neutral,public_reaction,twitter,post_1871,user_1871
1872,This event could affect upcoming regional policies. The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events.,neutral,security,youtube,post_1872,user_1872
1873,The government's actions in Pahalgam are commendable. I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation.,positive,public_reaction,facebook,post_1873,user_1873
1874,The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing. The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled.,negative,security,facebook,post_1874,user_1874
1875,This has caused more fear than assurance among the public. Authorities seemed unprepared and disorganized.,negative,public_reaction,facebook,post_1875,user_1875
1876,The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack.,neutral,media,twitter,post_1876,user_1876
1877,Experts are still analyzing the sequence of events. This event could affect upcoming regional policies. Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events.,neutral,media,forum,post_1877,user_1877
1878,This has caused more fear than assurance among the public. This has caused more fear than assurance among the public.,negative,public_reaction,twitter,post_1878,user_1878
1879,Experts are still analyzing the sequence of events. The incident in Pahalgam has raised various questions.,neutral,media,facebook,post_1879,user_1879
1880,This response will boost public confidence in our security. The government's actions in Pahalgam are commendable.,positive,security,forum,post_1880,user_1880
1881,This response will boost public confidence in our security. The government's actions in Pahalgam are commendable. This response will boost public confidence in our security.,positive,media,youtube,post_1881,user_1881
1882,The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public. The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled.,negative,security,youtube,post_1882,user_1882
1883,This event could affect upcoming regional policies. Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack.,neutral,public_reaction,twitter,post_1883,user_1883
1884,Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized. The lack of planning and care is disturbing. This has caused more fear than assurance among the public.,negative,public_reaction,twitter,post_1884,user_1884
1885,I feel proud of the way the forces handled the situation. Such bravery and discipline deserve appreciation. I feel proud of the way the forces handled the situation.,positive,public_reaction,facebook,post_1885,user_1885
1886,I feel proud of the way the forces handled the situation. This response will boost public confidence in our security.,positive,media,twitter,post_1886,user_1886
1887,This has caused more fear than assurance among the public. The lack of planning and care is disturbing. The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing.,negative,media,twitter,post_1887,user_1887
1888,The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public.,negative,security,forum,post_1888,user_1888
1889,The government's actions in Pahalgam are commendable. This response will boost public confidence in our security.,positive,public_reaction,facebook,post_1889,user_1889
1890,The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events.,neutral,public_reaction,facebook,post_1890,user_1890
1891,I feel proud of the way the forces handled the situation. I feel proud of the way the forces handled the situation. This response will boost public confidence in our security. The government's actions in Pahalgam are commendable.,positive,public_reaction,facebook,post_1891,user_1891
1892,The government's actions in Pahalgam are commendable. Such bravery and discipline deserve appreciation. This response will boost public confidence in our security. This response will boost public confidence in our security.,positive,media,facebook,post_1892,user_1892
1893,The incident in Pahalgam has raised various questions. The incident in Pahalgam has raised various questions. This event could affect upcoming regional policies.,neutral,media,forum,post_1893,user_1893
1894,Multiple viewpoints have emerged regarding the attack. This event could affect upcoming regional policies. Experts are still analyzing the sequence of events. Experts are still analyzing the sequence of events.,neutral,security,forum,post_1894,user_1894
1895,The response to the Pahalgam tragedy was poorly handled. This has caused more fear than assurance among the public. This has caused more fear than assurance among the public.,negative,public_reaction,youtube,post_1895,user_1895
1896,The response to the Pahalgam tragedy was poorly handled. The lack of planning and care is disturbing.,negative,media,forum,post_1896,user_1896
1897,Multiple viewpoints have emerged regarding the attack. Multiple viewpoints have emerged regarding the attack.,neutral,public_reaction,twitter,post_1897,user_1897
1898,The lack of planning and care is disturbing. The lack of planning and care is disturbing.,negative,media,youtube,post_1898,user_1898
1899,This has caused more fear than assurance among the public. The response to the Pahalgam tragedy was poorly handled. Authorities seemed unprepared and disorganized.,negative,public_reaction,twitter,post_1899,user_1899
1900,The incident in Pahalgam has raised various questions. Experts are still analyzing the sequence of events. The incident in Pahalgam has raised various questions.,neutral,security,forum,post_1900,user_1900
1901,This event could affect upcoming regional policies. Experts are still analyzing the sequence of events. Multiple viewpoints have emerged regarding the attack.,neutral,media,youtube,post_1901,user_1901
1902,Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized. Authorities seemed unprepared and disorganized.,negative,public_reaction,twitter,post_1902,user_1902
1903,I feel proud of the way the forces handled the situation. The government's actions in Pahalgam are commendable. This response will boost public confidence in our security. I feel proud of the way the forces handled the situation.,positive,media,facebook,post_1903,user_1903
